Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean,Unnamed: 0.1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artists_clean,track_name_clean
Måneskin - ZITTI E BUONI,104,2.0,9,,4238506,175040204,Måneskin,ZITTI E BUONI,måneskin,zitti e buoni,56682.0,776AftMmFFAWUIEAb3lHhw,Måneskin,Teatro d'ira - Vol. I,ZITTI E BUONI,76.0,194786.0,True,0.625,0.939,4.0,-3.115,0.0,0.0669,0.00138,0.0,0.424,0.644,102.999,4.0,indie-pop,måneskin,zitti e buoni
Lizzo - Good As Hell,167,,24,,2052552,174508951,Lizzo,Good As Hell,lizzo,good as hell,51898.0,6TxaIPtuGZoVnHhCxKX1ij,Lizzo,New Pop Icons,Good as Hell,0.0,159735.0,False,0.682,0.919,0.0,-3.18,0.0,0.0874,0.256,0.0,0.443,0.535,95.983,4.0,hip-hop,lizzo,good as hell
The Jackson 5 - Santa Claus Is Coming To Town,126,,26,,4807124,174345553,The Jackson 5,Santa Claus Is Coming To Town,the jackson 5,santa claus is coming to town,103320.0,4iVky9NinXl0ikLnFwmDld,The Jackson 5,JULMUSIK,Santa Claus Is Coming To Town,0.0,144080.0,False,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0,soul,the jackson 5,santa claus is coming to town
JP Cooper - September Song,250,,52,,1249375,174214970,JP Cooper,September Song,jp cooper,september song,53598.0,5H3JW2JiQG432dldneCyW1,JP Cooper,Pop Fun and Christmas Music 2022,September Song,0.0,220290.0,False,0.614,0.615,0.0,-6.7,0.0,0.0444,0.054,0.0,0.0921,0.374,95.942,4.0,house,jp cooper,september song
The Chainsmokers - Sick Boy,118,,13,,2404647,173178021,The Chainsmokers,Sick Boy,the chainsmokers,sick boy,30506.0,58kZ9spgxmlEznXGu6FPdQ,The Chainsmokers,Sick Boy,Sick Boy,69.0,193200.0,False,0.663,0.577,11.0,-7.518,0.0,0.0531,0.109,0.0,0.12,0.454,89.996,4.0,edm,the chainsmokers,sick boy
Lil Xan - Betrayed,205,,52,,1145205,171340986,Lil Xan,Betrayed,lil xan,betrayed,33150.0,4vaxvNDaLSoD36iZX515ug,Lil Xan,TOTAL XANARCHY,Betrayed,70.0,187173.0,True,0.821,0.434,10.0,-9.194,0.0,0.118,0.434,0.0,0.128,0.241,120.012,4.0,emo,lil xan,betrayed
The Beach Boys - Little Saint Nick - 1991 Remix,95,,27,,5653117,170562433,The Beach Boys,Little Saint Nick - 1991 Remix,the beach boys,little saint nick - 1991 remix,84009.0,1zj4qCcAbMer2WEYD27Rp2,The Beach Boys,Rock Christmas 2022 - The Very Best Of,Little Saint Nick - 1991 Remix,0.0,118840.0,False,0.602,0.553,11.0,-9.336,1.0,0.0328,0.108,0.0,0.0512,0.971,130.594,4.0,psych-rock,the beach boys,little saint nick - 1991 remix
Rag'n'Bone Man - Human,252,,51,,1051681,169100403,Rag'n'Bone Man,Human,rag'n'bone man,human,103160.0,58zsLZPvfflaiIbNWoA22O,Rag'n'Bone Man,Human (Deluxe),Human,78.0,200186.0,False,0.602,0.707,9.0,-4.097,1.0,0.302,0.393,0.0,0.165,0.554,75.087,4.0,soul,rag'n'bone man,human
Daddy Yankee - Que Tire Pa Lante,141,,19,,1919499,167106271,Daddy Yankee,Que Tire Pa Lante,daddy yankee,que tire pa lante,68730.0,6RyaV7owmVU6fzEPE17sF1,Daddy Yankee,Que Tire Pa Lante,Que Tire Pa Lante,69.0,210520.0,False,0.658,0.901,7.0,-2.814,1.0,0.0357,0.0478,0.0,0.12,0.708,93.979,4.0,latino,daddy yankee,que tire pa lante
OneRepublic - Wherever I Go,189,,37,,1375046,166869544,OneRepublic,Wherever I Go,onerepublic,wherever i go,79067.0,46jLy47W8rkf8rEX04gMKB,OneRepublic,Oh My My (Deluxe),Wherever I Go,70.0,169773.0,False,0.552,0.689,10.0,-6.444,0.0,0.0425,0.0915,0.0,0.27,0.349,99.961,4.0,piano,onerepublic,wherever i go
Billie Eilish - Bored,176,,46,,1494084,166611285,Billie Eilish,Bored,billie eilish,bored,31057.0,04sN26COy28wTXYj3dMoiZ,Billie Eilish,Bored,Bored,85.0,180933.0,False,0.614,0.318,7.0,-12.695,1.0,0.0478,0.896,0.00239,0.0795,0.112,119.959,4.0,electro,billie eilish,bored
Zara Larsson - Ain't My Fault,152,,22,,1778509,163471251,Zara Larsson,Ain't My Fault,zara larsson,ain't my fault,30616.0,0ADG9OgdVTL7fgREP75BrZ,Zara Larsson,So Good,Ain't My Fault,69.0,224030.0,False,0.576,0.782,6.0,-4.825,0.0,0.0296,0.00778,0.0,0.285,0.355,141.153,4.0,edm,zara larsson,ain't my fault
Luar La L - Caile,111,,29,,2222169,163396513,Luar La L,Caile,luar la l,caile,67907.0,6i1g5ZRmJZAkDwBaUZ3f2i,Luar La L,L3tra,Caile,91.0,141340.0,True,0.704,0.756,0.0,-4.948,1.0,0.448,0.298,3.75e-06,0.0852,0.461,121.737,3.0,latin,luar la l,caile
Shouse - Love Tonight - Edit,138,,34,,1838731,162588216,Shouse,Love Tonight - Edit,shouse,love tonight - edit,53603.0,6OufwUcCqo81guU2jAlDVP,Shouse,Love Tonight,Love Tonight - Edit,78.0,241970.0,False,0.727,0.681,5.0,-7.114,0.0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,4.0,house,shouse,love tonight - edit
Rels B - cómo dormiste?,119,,22,,2332886,162418884,Rels B,cómo dormiste?,rels b,cómo dormiste?,68651.0,3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,cómo dormiste?,89.0,112572.0,True,0.627,0.429,1.0,-8.255,1.0,0.234,0.238,0.0,0.122,0.565,126.426,5.0,latino,rels b,cómo dormiste?
Bazzi - Paradise,161,,26,,1834017,162060985,Bazzi,Paradise,bazzi,paradise,31301.0,0Rx0DJI556Ix5gBny6EWmn,Bazzi,Soul Searching,Paradise,75.0,169038.0,True,0.844,0.644,11.0,-6.273,0.0,0.0479,0.0828,0.0,0.113,0.591,122.061,4.0,electro,bazzi,paradise
Billie Eilish - bellyache,210,,55,,1190234,161780470,Billie Eilish,bellyache,billie eilish,bellyache,31154.0,51NFxnQvaosfDDutk0tams,Billie Eilish,Bellyache,bellyache,79.0,179172.0,False,0.695,0.573,4.0,-8.597,0.0,0.106,0.46,0.0734,0.482,0.408,99.939,4.0,electro,billie eilish,bellyache
John Legend - Love Me Now,174,,28,,1476855,161460577,John Legend,Love Me Now,john legend,love me now,103607.0,6nxQdXa1uAL0rY72wPZu89,John Legend,DARKNESS AND LIGHT,Love Me Now,65.0,210293.0,False,0.495,0.762,8.0,-3.842,1.0,0.0862,0.591,0.0,0.0763,0.708,123.893,4.0,soul,john legend,love me now
Echosmith - Cool Kids,305,,13,,879636,161308733,Echosmith,Cool Kids,echosmith,cool kids,56066.0,13P5rwmk2EsoFRIz9UCeh9,Echosmith,Talking Dreams (Deluxe Edition),Cool Kids,77.0,237626.0,False,0.719,0.671,8.0,-6.279,1.0,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4.0,indie-pop,echosmith,cool kids
J Balvin - Amarillo,143,,17,,3411563,160887101,J Balvin,Amarillo,j balvin,amarillo,67182.0,6vKU6pCjacGEgxJylK9WHP,J Balvin,Perreo Tenebroso Vol. 2,Amarillo,0.0,158146.0,False,0.876,0.85,1.0,-5.75,0.0,0.163,0.0118,0.0067,0.111,0.962,122.666,5.0,latin,j balvin,amarillo
XXXTENTACION - the remedy for a broken heart (why am I so in love),190,1.0,7,,4481804,160569497,XXXTENTACION,the remedy for a broken heart (why am I so in love),xxxtentacion,the remedy for a broken heart (why am i so in love),33010.0,4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,?,the remedy for a broken heart (why am I so in love),79.0,160184.0,True,0.699,0.304,1.0,-11.192,1.0,0.0993,0.779,0.000993,0.137,0.271,119.705,4.0,emo,xxxtentacion,the remedy for a broken heart (why am i so in love)
Kodak Black - Super Gremlin,140,,41,,1621616,160394308,Kodak Black,Super Gremlin,kodak black,super gremlin,51556.0,6XjFkmGaUioM800RmFSV8r,Kodak Black,"#Multiverse, If the Multiverse Is Real",Super Gremlin,4.0,200547.0,True,0.825,0.414,2.0,-6.634,1.0,0.144,0.00265,0.0,0.357,0.106,72.993,4.0,hip-hop,kodak black,super gremlin
Paloma Faith - Only Love Can Hurt Like This,155,,83,,1168433,159758627,Paloma Faith,Only Love Can Hurt Like This,paloma faith,only love can hurt like this,11014.0,62ke5zFUJN6RvtXZgVH0F8,Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,87.0,232893.0,False,0.566,0.885,8.0,-4.528,1.0,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,4.0,british,paloma faith,only love can hurt like this
Fujii Kaze - Shinunoga E-Wa,116,,60,,1574595,158294879,Fujii Kaze,Shinunoga E-Wa,fujii kaze,shinunoga e-wa,62002.0,0o9zmvc5f3EFApU52PPIyW,Fujii Kaze,HELP EVER HURT NEVER,Shinunoga E-Wa,85.0,185573.0,False,0.6,0.76,6.0,-6.124,0.0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,4.0,j-pop,fujii kaze,shinunoga e-wa
Bad Bunny - Aguacero,115,,18,,5297911,158162710,Bad Bunny,Aguacero,bad bunny,aguacero,68916.0,2uflssWlCaJ6CbTMOsUpNI,Bad Bunny,Un Verano Sin Ti,Aguacero,84.0,210989.0,False,0.861,0.645,6.0,-6.96,0.0,0.0743,0.423,0.000592,0.349,0.668,121.391,5.0,latino,bad bunny,aguacero
Anne-Marie - Alarm,189,,38,,1260433,157791715,Anne-Marie,Alarm,anne-marie,alarm,20832.0,3FcmE4tu4IbyDWQ1LkHBxD,Anne-Marie,Baddest of Them All,Alarm,0.0,205593.0,True,0.756,0.589,0.0,-5.093,1.0,0.233,0.0812,0.0,0.176,0.811,146.926,4.0,dance,anne-marie,alarm
Lauren Spencer Smith - Fingers Crossed,116,1.0,10,,3221761,156766811,Lauren Spencer Smith,Fingers Crossed,lauren spencer smith,fingers crossed,99179.0,3yMC1KsTwh0ceXdIe4QQAQ,Lauren Spencer Smith,Fingers Crossed,Fingers Crossed,81.0,175344.0,False,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0,singer-songwriter,lauren spencer smith,fingers crossed
Nicky Jam - Hasta el Amanecer,301,,50,,740097,156742375,Nicky Jam,Hasta el Amanecer,nicky jam,hasta el amanecer,68803.0,5Fim1gaXBgsiFfsQAfQSDS,Nicky Jam,Fénix,Hasta el Amanecer,71.0,198706.0,False,0.832,0.608,6.0,-6.042,0.0,0.0385,0.282,0.0,0.0761,0.589,94.013,4.0,latino,nicky jam,hasta el amanecer
Clairo - Sofia,148,,44,,1558429,155930716,Clairo,Sofia,clairo,sofia,56050.0,7B3z0ySL9Rr0XvZEAjWZzM,Clairo,Immunity,Sofia,81.0,188386.0,False,0.744,0.619,0.0,-9.805,1.0,0.039,0.598,0.00372,0.231,0.641,112.997,4.0,indie-pop,clairo,sofia
Travis Scott - YOSEMITE,188,,17,,3303008,155087510,Travis Scott,YOSEMITE,travis scott,yosemite,53401.0,7lAK3oHbfEnvUQWosrMMpR,Travis Scott,ASTROWORLD,YOSEMITE,75.0,150043.0,True,0.785,0.554,0.0,-6.571,1.0,0.0409,0.283,3.4e-06,0.116,0.144,128.047,4.0,house,travis scott,yosemite
Maluma - Mala Mía,159,,47,,1357943,153889362,Maluma,Mala Mía,maluma,mala mía,68807.0,62o8KoI44JfN7aYxgTnPvh,Maluma,Mala Mía,Mala Mía,66.0,183752.0,False,0.749,0.752,6.0,-4.883,1.0,0.345,0.31,0.0,0.232,0.901,180.049,4.0,latino,maluma,mala mía
Ashnikko - Daisy,140,,44,,1589380,153038842,Ashnikko,Daisy,ashnikko,daisy,31408.0,0AUvWawuP0ibk4SQ3sIZjk,Ashnikko,Daisy,Daisy,71.0,146523.0,True,0.834,0.663,8.0,-6.143,1.0,0.133,0.235,0.0,0.372,0.774,121.876,4.0,electro,ashnikko,daisy
AC/DC - Thunderstruck,122,,104,,1459934,152200170,AC/DC,Thunderstruck,ac/dc,thunderstruck,47005.0,57bgtoPSgt236HzfBOd8kj,AC/DC,The Razors Edge,Thunderstruck,84.0,292880.0,False,0.502,0.89,4.0,-5.175,1.0,0.0364,0.000147,0.0117,0.217,0.259,133.52,4.0,hard-rock,ac/dc,thunderstruck
Beach House - Space Song,154,,99,,1259386,150040661,Beach House,Space Song,beach house,space song,56056.0,1ujxjsoNvh4XgS2fUNwkZ2,Beach House,Depression Cherry,Space Song,73.0,320466.0,False,0.509,0.79,0.0,-7.105,0.0,0.0293,0.218,0.125,0.144,0.625,147.073,4.0,indie-pop,beach house,space song
George Ezra - Budapest,430,,37,,559387,148761515,George Ezra,Budapest,george ezra,budapest,34123.0,2ixsaeFioXJmMgkkbd4uj1,George Ezra,Wanted on Voyage (Expanded Edition),Budapest,79.0,200733.0,False,0.717,0.455,5.0,-8.303,1.0,0.0276,0.0846,0.0,0.11,0.389,127.812,4.0,folk,george ezra,budapest
Ghost - Mary On A Cross,104,,31,,1976566,148490015,Ghost,Mary On A Cross,ghost,mary on a cross,47000.0,2HZLXBOnaSRhXStMLrq9fD,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88.0,244804.0,False,0.466,0.9,11.0,-4.469,1.0,0.0447,0.000235,0.00104,0.103,0.561,130.02,4.0,hard-rock,ghost,mary on a cross
Billie Eilish - Your Power,84,12.0,3,(x1),6239924,148323766,Billie Eilish,Your Power,billie eilish,your power,31669.0,042Sl6Mn83JHyLEqdK7uI0,Billie Eilish,Happier Than Ever,Your Power,77.0,245896.0,False,0.632,0.284,9.0,-14.025,0.0,0.0801,0.932,0.000476,0.233,0.208,129.642,4.0,electro,billie eilish,your power
Milky Chance - Stolen Dance,358,4.0,10,,925984,148037577,Milky Chance,Stolen Dance,milky chance,stolen dance,39158.0,34xGLuxM0rkxhCVyMSqwJO,Milky Chance,Sadnecessary,Stolen Dance,80.0,313684.0,False,0.884,0.581,11.0,-8.813,1.0,0.0378,0.427,0.000206,0.0759,0.728,114.016,4.0,german,milky chance,stolen dance
J Balvin - Reggaeton,160,,64,,1181523,147962616,J Balvin,Reggaeton,j balvin,reggaeton,67136.0,1F4sE8N4KROqjI5GeBDiDQ,J Balvin,Perreo Tenebroso Vol. 4,Reggaeton,0.0,158800.0,False,0.747,0.74,4.0,-4.325,0.0,0.191,0.0165,9.94e-05,0.101,0.552,176.062,4.0,latin,j balvin,reggaeton
X Ambassadors - Renegades,342,,39,,797755,145847896,X Ambassadors,Renegades,x ambassadors,renegades,2156.0,0fYVliAYKHuPmECRs1pbRf,X Ambassadors,VHS,Renegades,76.0,195200.0,False,0.526,0.862,2.0,-6.003,1.0,0.0905,0.0144,0.0597,0.229,0.528,90.052,4.0,alt-rock,x ambassadors,renegades
Frank Ocean - Lost,126,,36,,1646211,145655613,Frank Ocean,Lost,frank ocean,lost,103155.0,3GZD6HmiNUhxXYf8Gch723,Frank Ocean,channel ORANGE,Lost,85.0,234093.0,True,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,4.0,soul,frank ocean,lost
Zara Larsson - I Would Like,150,,28,,1561707,144412091,Zara Larsson,I Would Like,zara larsson,i would like,106452.0,4Q4jmPHwu0wrJvqrld0FQ6,Zara Larsson,So Good,I Would Like,58.0,226720.0,False,0.486,0.713,2.0,-3.949,0.0,0.0524,0.0853,0.0,0.0839,0.297,121.028,4.0,swedish,zara larsson,i would like
Fetty Wap - Again,266,,39,,1651060,143801439,Fetty Wap,Again,fetty wap,again,60015.0,3ESSGgWzRf1xvP7G5hHMhB,Fetty Wap,Fetty Wap (Deluxe),Again,68.0,312240.0,True,0.748,0.733,11.0,-4.421,0.0,0.072,0.0062,0.0,0.329,0.291,93.019,4.0,j-dance,fetty wap,again
J Balvin - Ginza,281,,30,,919944,142176249,J Balvin,Ginza,j balvin,ginza,67148.0,1FdEytNpgLuMXo5EsVWj1f,J Balvin,Homecoming Latin Party,Ginza,0.0,171093.0,False,0.749,0.815,5.0,-6.381,0.0,0.083,0.228,0.00117,0.0838,0.866,102.218,4.0,latin,j balvin,ginza
Troye Sivan - Angel Baby,138,,56,,1272049,142133607,Troye Sivan,Angel Baby,troye sivan,angel baby,20054.0,2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,Angel Baby,82.0,220779.0,False,0.559,0.559,11.0,-6.425,1.0,0.0358,0.0145,0.0,0.138,0.338,72.498,4.0,dance,troye sivan,angel baby
Carly Rae Jepsen - I Really Like You,226,,14,,1199943,141210173,Carly Rae Jepsen,I Really Like You,carly rae jepsen,i really like you,31877.0,2hHLbkatPwOOmrNxTiD41L,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),I Really Like You,70.0,204763.0,False,0.62,0.805,5.0,-5.538,1.0,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,4.0,electro,carly rae jepsen,i really like you
Panic! At The Disco - House of Memories,127,,58,,1534243,139437905,Panic! At The Disco,House of Memories,panic! at the disco,house of memories,91020.0,2DgdHcjWmO3qd50RzuBLgZ,Panic! At The Disco,Death of a Bachelor,House of Memories,85.0,208706.0,False,0.506,0.817,11.0,-5.051,0.0,0.0335,0.00272,0.0,0.0486,0.506,109.952,4.0,rock,panic! at the disco,house of memories
Ava Max - My Head & My Heart,127,,56,,1397173,139139570,Ava Max,My Head & My Heart,ava max,my head & my heart,20615.0,6G7EPeSIjwMKCumrKNsnCt,Ava Max,Comme un lundi,My Head & My Heart,0.0,174760.0,False,0.614,0.934,9.0,-3.709,0.0,0.07,0.0697,0.0,0.121,0.436,116.001,4.0,dance,ava max,my head & my heart
BLACKPINK - Lovesick Girls,101,7.0,3,(x1),4880132,138354482,BLACKPINK,Lovesick Girls,blackpink,lovesick girls,65067.0,1GMufNnkKAnPLnqKJ5HHxW,BLACKPINK,THE ALBUM,Lovesick Girls,73.0,192765.0,False,0.658,0.732,6.0,-4.762,1.0,0.0654,0.00513,0.0,0.13,0.409,127.995,4.0,k-pop,blackpink,lovesick girls
Halsey - Bad At Love,180,,57,,1114354,137507943,Halsey,Bad At Love,halsey,bad at love,31512.0,7y9iMe8SOB6z3NoHE2OfXl,Halsey,hopeless fountain kingdom (Deluxe),Bad At Love,74.0,181279.0,False,0.675,0.751,0.0,-3.539,1.0,0.0296,0.0604,0.0,0.0893,0.612,118.384,4.0,electro,halsey,bad at love
BANNERS - Someone To You,180,,114,,874221,135716027,BANNERS,Someone To You,banners,someone to you,56073.0,2f0pn9DkEJwAzXApnFh5cr,BANNERS,Where The Shadow Ends,Someone To You,77.0,219801.0,False,0.52,0.903,2.0,-5.497,1.0,0.042,0.00517,0.0,0.254,0.652,74.988,4.0,indie-pop,banners,someone to you
Lady Gaga - The Cure,136,,30,,1906701,135218209,Lady Gaga,The Cure,lady gaga,the cure,20180.0,6eAqQwedSE2wsOm8K08BHv,Lady Gaga,Concierto en la ducha,The Cure,0.0,211363.0,False,0.696,0.506,8.0,-4.863,1.0,0.0325,0.0799,0.0,0.0893,0.516,100.003,4.0,dance,lady gaga,the cure
XXXTENTACION - BAD!,94,6.0,4,,3719393,135051406,XXXTENTACION,BAD!,xxxtentacion,bad!,33022.0,22An65gG31JLf9n18qjdhZ,XXXTENTACION,SKINS,BAD!,72.0,94245.0,False,0.78,0.492,5.0,-3.4,0.0,0.0671,0.0643,0.0313,0.174,0.374,143.983,4.0,emo,xxxtentacion,bad!
Alan Walker - Alone,148,,31,,1586785,134374095,Alan Walker,Alone,alan walker,alone,31029.0,3LlmKSHR3Rs0Y3KHQLAYDk,Alan Walker,Different World,Alone,74.0,160426.0,False,0.673,0.914,10.0,-3.962,1.0,0.0496,0.229,0.000478,0.186,0.183,97.021,4.0,electro,alan walker,alone
Billie Eilish - Happier Than Ever - Edit,140,,68,,1202880,130777509,Billie Eilish,Happier Than Ever - Edit,billie eilish,happier than ever - edit,31064.0,32BeYxKPrig1LefHsC0Xuo,Billie Eilish,Happier Than Ever (Edit),Happier Than Ever - Edit,82.0,151444.0,True,0.334,0.599,0.0,-5.742,1.0,0.0365,0.0468,0.000392,0.205,0.127,161.74,3.0,electro,billie eilish,happier than ever - edit
Niall Horan - This Town,160,,21,,1940529,130523338,Niall Horan,This Town,niall horan,this town,20352.0,0qvzXomUDJVaUboy2wMfiS,Niall Horan,Flicker (Deluxe),This Town,80.0,232852.0,False,0.677,0.401,9.0,-8.467,1.0,0.0308,0.712,0.0,0.116,0.195,111.825,4.0,dance,niall horan,this town
The Rare Occasions - Notion,131,,61,,1313666,130029782,The Rare Occasions,Notion,the rare occasions,notion,57150.0,0sTlGEld0h8kIPZaKDYUf4,The Rare Occasions,Notion,Notion,83.0,195120.0,False,0.309,0.883,9.0,-3.825,1.0,0.0808,0.0673,0.00111,0.0849,0.312,159.488,4.0,indie,the rare occasions,notion
Adele - Water Under the Bridge,176,,42,,1270384,129802127,Adele,Water Under the Bridge,adele,water under the bridge,11058.0,2DRMuw0U0QbkVQxWxdJV3M,Adele,25,Water Under the Bridge,70.0,240439.0,False,0.59,0.833,5.0,-6.503,0.0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,4.0,british,adele,water under the bridge
Jennifer Lopez - Ain't Your Mama,215,,52,,882270,129735187,Jennifer Lopez,Ain't Your Mama,jennifer lopez,ain't your mama,20921.0,2hgzdQdnfWwtdpZbhZlV72,Jennifer Lopez,Ain't Your Mama,Ain't Your Mama,71.0,218234.0,False,0.757,0.678,8.0,-5.529,0.0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,4.0,dance,jennifer lopez,ain't your mama
Sheppard - Geronimo,281,,16,,839354,128674618,Sheppard,Geronimo,sheppard,geronimo,34387.0,4AQ6h4ZfBXMPMn3IZ6eVW0,Sheppard,Tutti in piscina Canzoni per bambini,Geronimo,0.0,217986.0,False,0.682,0.838,7.0,-5.124,1.0,0.0861,0.377,0.000414,0.12,0.461,141.992,4.0,folk,sheppard,geronimo
Tove Lo - Talking Body,250,,26,,1014405,127926756,Tove Lo,Talking Body,tove lo,talking body,31755.0,7cgu4JBW3hq1GwTM1ilkKQ,Tove Lo,Queen Of The Clouds,Talking Body,67.0,238426.0,True,0.736,0.761,4.0,-5.449,0.0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4.0,electro,tove lo,talking body
Lady Gaga - Stupid Love,99,1.0,6,,4239676,127391763,Lady Gaga,Stupid Love,lady gaga,stupid love,20189.0,5Qyu0SLOpSyn4yKercAsUc,Lady Gaga,pov: it's 2020,Stupid Love,0.0,193533.0,False,0.68,0.825,8.0,-4.296,1.0,0.0702,0.00173,0.000122,0.27,0.784,117.987,4.0,dance,lady gaga,stupid love
Labrinth - Still Don't Know My Name,132,,51,,1434763,127131701,Labrinth,Still Don't Know My Name,labrinth,still don't know my name,56010.0,6N22FZs2ZhPBYi3b9XPajV,Labrinth,Euphoria (Original Score from the HBO Series),Still Don't Know My Name,80.0,153294.0,False,0.316,0.63,5.0,-5.963,1.0,0.117,0.471,0.262,0.205,0.313,89.643,1.0,indie-pop,labrinth,still don't know my name
Fall Out Boy - Centuries,361,,17,,787189,126999314,Fall Out Boy,Centuries,fall out boy,centuries,33023.0,04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,American Beauty/American Psycho,Centuries,80.0,228360.0,False,0.393,0.858,4.0,-2.868,0.0,0.0729,0.00359,0.0,0.102,0.56,176.042,4.0,emo,fall out boy,centuries
Alvaro Soler - La Cintura,127,,39,,1624955,126588087,Alvaro Soler,La Cintura,alvaro soler,la cintura,67690.0,5u3DLPRGQjn7hgqZUSmrdB,Alvaro Soler,10's Music Grandi Successi,La Cintura,1.0,205200.0,False,0.707,0.843,6.0,-4.036,0.0,0.0779,0.0268,0.0,0.374,0.766,100.021,4.0,latin,alvaro soler,la cintura
Imagine Dragons - Follow You,136,,46,,1628081,125109622,Imagine Dragons,Follow You,imagine dragons,follow you,91028.0,1skWrgJrEi6ZB4Wt5tYYAb,Imagine Dragons,pov: it's 2021,Follow You,2.0,175643.0,False,0.542,0.732,9.0,-5.956,1.0,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,4.0,rock,imagine dragons,follow you
Michael Jackson - Dirty Diana - 2012 Remaster,71,,39,,2277232,123204468,Michael Jackson,Dirty Diana - 2012 Remaster,michael jackson,dirty diana - 2012 remaster,103986.0,4FC7GMnGwYeAjuvC83Srbs,Michael Jackson,Scream,Dirty Diana - 2012 Remaster,62.0,280946.0,False,0.735,0.801,3.0,-4.525,1.0,0.0437,0.178,0.000408,0.324,0.331,131.425,4.0,soul,michael jackson,dirty diana - 2012 remaster
Dhruv - double take,122,,61,,1343888,122477314,Dhruv,double take,dhruv,double take,15000.0,47isJpIIO8m7BJEhiFhnaf,dhruv,double take,double take,75.0,171743.0,False,0.456,0.437,8.0,-11.156,1.0,0.0867,0.839,0.0,0.218,0.209,108.678,4.0,chill,dhruv,double take
TWICE - The Feels,114,,52,,1433481,122448494,TWICE,The Feels,twice,the feels,65170.0,308Ir17KlNdlrbVLHWhlLe,TWICE,Formula of Love: O+T=<3,The Feels,78.0,198053.0,False,0.808,0.903,9.0,-2.179,1.0,0.0729,0.0899,0.0,0.0816,0.922,120.044,4.0,k-pop,twice,the feels
Billie Eilish - TV,108,,16,,2741714,121626899,Billie Eilish,TV,billie eilish,tv,81684.0,2fLY3sJdbXHDj7FaQHNqKg,Billie Eilish,Mega Hits Autumn/Fall 2022,TV,8.0,281380.0,False,0.412,0.236,4.0,-15.159,0.0,0.0379,0.83,0.00653,0.147,0.119,140.214,4.0,pop,billie eilish,tv
Sam Smith - Diamonds,120,,36,,1824111,121541462,Sam Smith,Diamonds,sam smith,diamonds,20130.0,3tj1y5eQNFMcXnkH0AcXTm,Sam Smith,pov: it's 2020,Diamonds,3.0,213869.0,False,0.653,0.667,10.0,-6.764,0.0,0.0423,0.154,0.0,0.107,0.556,104.181,4.0,dance,sam smith,diamonds
"Daya - Sit Still, Look Pretty",255,,66,,690894,121255457,Daya,"Sit Still, Look Pretty",daya,"sit still, look pretty",20578.0,2DpCdPMg1BADE4HDnxt3Rd,Daya,"Sit Still, Look Pretty","Sit Still, Look Pretty",63.0,202226.0,False,0.655,0.787,2.0,-3.031,1.0,0.264,0.122,3.11e-06,0.178,0.554,181.799,4.0,dance,daya,"sit still, look pretty"
Anuel AA - Quiere Beber,117,,39,,1521339,118961009,Anuel AA,Quiere Beber,anuel aa,quiere beber,68958.0,0FDMH2ahuIVzCybwHJK9zh,Anuel AA,Real Hasta la Muerte,Quiere Beber,71.0,187125.0,False,0.773,0.57,8.0,-3.482,1.0,0.113,0.372,0.00524,0.108,0.772,95.038,4.0,latino,anuel aa,quiere beber
Billie Eilish - my future,92,7.0,1,(x1),5183389,118785564,Billie Eilish,my future,billie eilish,my future,31856.0,2ygvZOXrIeVL4xZmAWJT2C,Billie Eilish,my future,my future,72.0,208155.0,False,0.444,0.309,8.0,-10.956,1.0,0.062,0.795,0.132,0.352,0.0875,104.745,4.0,electro,billie eilish,my future
One Direction - Steal My Girl,189,16.0,8,,2186389,118683401,One Direction,Steal My Girl,one direction,steal my girl,81364.0,2Bs4jQEGMycglOfWPBqrVG,One Direction,FOUR (Deluxe),Steal My Girl,80.0,228133.0,False,0.536,0.768,10.0,-5.948,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,4.0,pop,one direction,steal my girl
